TeamNumber,Name,City,State,Country,ImageURL
9194,Gemin√-1s,Kent,Ohio,USA,
9195,ProdiXy,Manaus,Amazonas,Brazil,
9196,FERRÃO DE ARRAIA,Macapá,Amapá,Brazil,
9197,Wixom Warriors,Wixom,Michigan,USA,
9198,The Beach Botz,Southport,North Carolina,USA,
9199,SESI SENAI SHARKS,Taubaté,São Paulo,Brazil,
9200,SESI SENAI STARDUST,Limeira,São Paulo,Brazil,
9201,TEAM FORCE,Çubuk,Ankara,Türkiye,
9202,Silicon Valley Technos,San Jose,California,USA,
9203,Quake,Lansing,Michigan,USA,
9204,Aluminum Armada,Pinckney,Michigan,USA,
9205,Technical Marauders1,Inkster,Michigan,USA,
9206,GRP Titans,Grand Rapids,Michigan,USA,
9207,Redneck Robotics,Millington,Michigan,USA,
9208,Eddies Circuit,Edwardsburg,Michigan,USA,
9209,Falcon Force,Jackson,Michigan,USA,
9210,Fighting Falcons,Jackson,Michigan,USA,
9211,ACCE Underdogs,Ypsilanti,Michigan,USA,
9212,Infinity,Harper Woods,Michigan,USA,
9213,Tecuani,Pesqueria,Nuevo León,Mexico,
9214,Honking Narwhals,Norfolk,Virginia,USA,
9215,T-Town Tech,Tekonsha,Michigan,USA,
9216,DarienAdvancedRoboticsTeam (D.A.R.T.),Darien,Connecticut,USA,
9217,Lansing Learning Hub,Lansing,Michigan,USA,
9218,Alpha #9218,Rio de Janeiro,Rio de Janeiro,Brazil,
9219,Nine Tails,Resende,Rio de Janeiro,Brazil,
9220,Geekos,VALBONNE,Alpes-Maritimes,France,
9221,Ertuğrul Gazi Anatolian High School Robotic Team,Kocaeli,Kocaeli,Türkiye,
9222,Eaglebots,Hastings,Michigan,USA,
9223,Brick and Mortar,Newaygo,Michigan,USA,
9224,Hazel Park Advantage,Hazel Park,Michigan,USA,
9225,Wired Wildcats,Evart,Michigan,USA,
9226,GRemlins Gabriel Richard CHS,Riverview,Michigan,USA,
9227,Backwoods Bots,Gladwin,Michigan,USA,
9228,The Cougar Coders,Benton Harbor,Michigan,USA,
9229,Fapatech Lab,İstanbul,Istanbul,Türkiye,
9230,BALta,İstanbul ,Istanbul,Türkiye,
9231,Haydarpasa Panthers,Istanbul,Istanbul,Türkiye,
9232,IBBTECH,İstanbul,Istanbul,Türkiye,
9233,Luminous Robotics Team,Muratpaşa,Antalya,Türkiye,
9234,Les aigles d'or,Montreal,Québec,Canada,
9235,ThunderBolts,Aldie,Virginia,USA,
9236,Taft Greyhounds,Taft,Texas,USA,
9237,The Dragonators,Swartz Creek,Michigan,USA,
9238,Jaybots,Lansing,Michigan,USA,
9239,Panthers robotics,Kalamazoo,Michigan,USA,
9240,Hydra,Rosedale,Louisiana,USA,
9241,EV ROBOTICS,Lansing,Michigan,USA,
9242,Hamady Hawks,Flint,Michigan,USA,
9243,Maniac Robotics,Orofino,Idaho,USA,
9244,Belize IT,Belize City,Belize,Belize,
9245,Laker Dreadnoughts,Pigeon,Michigan,USA,
9246,Cut Twice Measure Once,Middleton,Michigan,USA,
9247,SainTech Robotics,İstanbul,Istanbul,Türkiye,
9248,Orchard View Cyber Cardinals,Muskegon,Michigan,USA,
9249,Copper Country Cats,Chassell,Michigan,USA,
9250,William D. Ford Career Technical Center,Westland,Michigan,USA,
9251,EliteBots,Flint,Michigan,USA,
9252,Wingspan,Pontiac,Michigan,USA,
9253,Prometheus,Westland,Michigan,USA,
9254,Wolverine Wildcats 1,Wolverine,Michigan,USA,
9255,Botmasterz,Grosse Pointe,Michigan,USA,
9256,Marshall Opportunity High School Team,Albion,Michigan,USA,
9257,Bots of Another Color,Duluth,Minnesota,USA,
9258,The Warriors,El Paso,Texas,USA,
9259,WAATBOTS,Wilson,North Carolina,USA,
9260,Built4Bibb Robotics,Macon,Georgia,USA,
9261,Under Pressure,Goiânia,Goiás,Brazil,
9262,Humberside Huskies,Toronto,Ontario,Canada,
9263,ALD Lions,Burlington,Ontario,Canada,
9264,HUNTERS ROBOTICS,İSTANBUL,Istanbul,Türkiye,
9265,KOSOVA ROBOTICS,Prizren,Prizreni,Kosovo,
9266,Walled Lake Northern Knights,Commerce Township,Michigan,USA,
9268,Phoenix of Three Rivers Academy,Trois-Rivieres,Québec,Canada,
9269,IGNITE Pathways Robotics,Woodbine,Iowa,USA,
9270,Crowe,Trail,British Columbia,Canada,
9271,Cyber Porpoises,Mission Viejo,California,USA,
9272,SHSS Robotics Team,Castlegar,British Columbia,Canada,
9273,COYOBOTS,Torreon,Coahuila,Mexico,
9274,Cyphersis,Taipei,Taipei Special Municipality,Chinese Taipei,
9275,MC Dodgy Bot 2023,Merredin,Western Australia,Australia,
9276,Mechanical Panthers,Kenly,North Carolina,USA,
9277,Sparkans,Calgary,Alberta,Canada,
9278,Omegatrons,Lake Odessa,Michigan,USA,
9279,Electrical Mayhem,Palm Coast,Florida,USA,
9280,PrepaTec - High Altitude Robotics,Toluca,Mexico,Mexico,
9281,FaroTech,Warszawa,Mazowieckie,Poland,
9282,PrepaTec- SINAVOLT,Culiacan,Sinaloa,Mexico,
9283,Eduwizzards22/23,Chenab Nagar,Punjab,Pakistan,
9284,eduwizards,Chenab Nagar,Punjab,Pakistan,
9286,The Metal Mammoths,Coventry,Rhode Island,USA,
9287,Bionic Bengals,Las Vegas,Nevada,USA,
9289,Vikings,Houston,Texas,USA,
9292,Zen Maker Robotics,North Vancouver,British Columbia,Canada,
9293,Caffeinated,Marietta,Georgia,USA,
9295,Harlem Rails,New York,New York,USA,
9296,TITANium,Rocky Point,North Carolina,USA,
9297,BOGOBOTS,Hampstead,North Carolina,USA,
9298,Greenies,Arden,North Carolina,USA,
9299,R0b0t B0bcats,Hagerman,New Mexico,USA,
9300,Olympians,Inverness,Florida,USA,
9301,PrepaTec - MechRams,Chihuahua,Chihuahua,Mexico,
9302,PARATECH FRC,Belém,Pará,Brazil,
9303,PORTAL,GIVAT SHMUEL,HaMerkaz,Israel,
9304,legend's,Sdot negev,HaDarom,Israel,
9305,MonT,Montenegro,Rio Grande do Sul,Brazil,
9306,RAIN7,Orlando,Florida,USA,
9307,Spicy Chihuahuas,La Porte,Texas,USA,
9308,Darling Rangers,Forrestfield,Western Australia,Australia,
9309,Metal Mages,New Orleans,Louisiana,USA,
9310,35 Roneagles,New Orleans,Louisiana,USA,
9311,Warhorse Robotics,Devine,Texas,USA,
9312,NERD Spark,Albion,Michigan,USA,
9313,ROBOhana,Rosemary Beach,Florida,USA,
9314,Middleton Berserkers,Middleton,Idaho,USA,
9315,Coding Comets,Columbia,South Carolina,USA,
9316,CUBATRONICS,Lenexa,Kansas,USA,
9317,SteamRollers,Redmond,Washington,USA,
9330,Team 9330,Redmond,Washington,USA,
9400,BagelBytes,Santa Clara,California,USA,
9401,Midas' Mayhem,Troy,Missouri,USA,
9402,Explorer1,Delray Beach,Florida,USA,
9403,Starstuff,Alexandria,Virginia,USA,
9404,Forge,Pembroke Pines,Florida,USA,
9405,KNOS Robotics,New Orleans,Louisiana,USA,
9406,TechJunior,Montreal,Québec,Canada,
9407,Heatwave Robotics,Frisco,Texas,USA,
9408,Warren Warbots,Downey,California,USA,
9409,Caelum,Istanbul,Istanbul,Türkiye,
9410,PowerHouse,Liberty,Missouri,USA,
9411,Rhapsodia mechanicus,Beijing,Beijing,China,
9414,RAMS Robotics,Memphis,Tennessee,USA,
9415,The Westinghouse Bot-Dogs,Pittsburgh,Pennsylvania,USA,
9416,International Θperatives of World Affairs,Philadelphia,Pennsylvania,USA,
9418,Pastabots,Spring,Texas,USA,
9419,VULCAN,San Antonio,Texas,USA,
9421,Nexus,Hong Kong,Hong Kong,China,
9422,Team Forza,Başakşehir,Istanbul,Türkiye,
9423,SL Robotics,Herriman,Utah,USA,
9424,E.O. JAG BOTS,East Orange,New Jersey,USA,
9425,Intra Milwaukee,Milwaukee,Wisconsin,USA,
9426,CLAWBOTICS,Reno,Nevada,USA,
9427,iDeer,ShuLin,New Taipei,Chinese Taipei,
9428,The Cashew Chickens @ Springfield Robotics,Springfield,Missouri,USA,
9429,Tech Titans,Jonesboro,Arkansas,USA,
9430,CTEC Robotics,Salem,Oregon,USA,
9431,Snider Panthers,Fort Wayne,Indiana,USA,
9432,Team 8-Bit,Anthem,Arizona,USA,
9433,Lil' Timmy's Big Team,Perth,Western Australia,Australia,
9434,Mehmet Günenç Robotics,Bandırma,Balikesir,Türkiye,
9435,Pure Imagination 2.0,Grenada,Mississippi,USA,
9436,Giro,Selçuklu,Konya,Türkiye,
9437,Cosmonauts,Brooklyn,New York,USA,
9438,Leopard Tech,Cove,Oregon,USA,
9439,Knights of Polaris,Newark,New Jersey,USA,
9440,Bolts&Nuts,KADIKÖY,Istanbul,Türkiye,
9441,Aero Jr,Başakşehir,Istanbul,Türkiye,
9442,Miso Mechanics,Seattle,Washington,USA,
9443,Aluminum Panthers,West Newbury,Massachusetts,USA,
9444,Perseverance,San Antonio,Texas,USA,
9445,The Brave Bots,Bonner Springs,Kansas,USA,
9446,C Cubed,Puyallup,Washington,USA,
9447,AsoTech Robo-lation,SİNCAN,Ankara,Türkiye,
9448,Wave Wranglers,Victoria,Texas,USA,
9449,Yellowjackets,Calgary,Alberta,Canada,
9450,Velocity Raptors,Woodinville,Washington,USA,
9451,Aydos,Pendik,Istanbul,Türkiye,
9452,LHS Steel Stingers,San Diego,California,USA,
9453,Mount Vernon Wildcats,Mount Vernon,Indiana,USA,
9454,HİTİT GRİFFİN ROBOTİCS TEAM,ÇORUM,Çorum,Türkiye,
9455,DinoMights,Livingston County,Michigan,USA,
9456,Nunez Robotics,Chalmette,Louisiana,USA,
9457,Robot X,Albuquerque,New Mexico,USA,
9458,SESI SENAI JACTECH,Jacareí,São Paulo,Brazil,
9459,SESI SENAI RPRT HAWKS,São José do Rio Preto,São Paulo,Brazil,
9460,SESI SENAI STEEL BULLS,Sertãozinho,São Paulo,Brazil,
9461,SESI SENAI MecaChronos,São Paulo,São Paulo,Brazil,
9462,Toefur's Titans,Tulsa,Oklahoma,USA,
9463,Cougar Robotics,Leamington,Ontario,Canada,
9464,Başakşehir Robotics,Maltepe,Istanbul,Türkiye,
9465,Imagine High Axolotls,Chilliwack,British Columbia,Canada,
9466,Static,Holly Springs,North Carolina,USA,
9467,EsRobotik,ESKISEHIR,Eskisehir,Türkiye,
9468,Team Sirius,Istanbul,Istanbul,Türkiye,
9469,LUMOS ROBOTICS,ISTANBUL,Istanbul,Türkiye,
9470,Ctrl-Alt-Defeat,Fremont,California,USA,
9471,EF Academy,Pasadena,California,USA,
9472,K2C,Catoosa,Oklahoma,USA,
9473,CYGNUS ROBOTICS,Akçaburgaz /Esenyurt,Istanbul,Türkiye,
9474,Red River Resistance (3R),St Pierre-Jolys,Manitoba,Canada,
9475,Mon Valley Mammoths,Monessen,Pennsylvania,USA,
9476,CYBER TIGERS,Bay Minette,Alabama,USA,
9477,Lambda (λ),Suwanee,Georgia,USA,
9478,Robo-Colts HSISL,Sugar Land,Texas,USA,
9479,CREDENTIS,Belen,Hatay,Türkiye,
9480,The Gear Bears,Flowery Branch,Georgia,USA,
9481,STEAMCo - All Star,Palmira,Valle del Cauca,Colombia,
9482,STEAMCo - Imagina,Florida,Valle del Cauca,Colombia,
9483,İstanbul Wildcats,Cekmekoy,Istanbul,Türkiye,
9484,Robot's District,Taguatinga,Distrito Federal,Brazil,
9485,HYOBOTS,Linhas,Espírito Santo,Brazil,
9486,ALPHASTORM FRC,Aparecida de Goiânia,Goiás,Brazil,
9487,KRYPTON FRC,Goiânia ,Goiás,Brazil,
9488,Western Blue Tongues,Gosnells,Western Australia,Australia,
9489,STEAMCo - UV,Yumbo,Valle del Cauca,Colombia,
9490,TAC BEARS,Tarsus,Mersin,Türkiye,
9491,Crypto Creek,Sellersburg,Indiana,USA,
9492,LadyTalons,Prosper,Texas,USA,
9493,TechWasps923,Fort Walton Beach,Florida,USA,
9494,Hanabi,"Myozai-gun,Kamiyama-cho",Tokushima,Japan,
9495,TechKnow Difficulties,Aurora,Nebraska,USA,
9496,LYNK,Spindale,North Carolina,USA,
9497,NIMBLE PANTHER,Küçükçekmece,Istanbul,Türkiye,
9498,ZENSHIN Robotics,Bunkyo-ku,Tôkyô,Japan,
9499,KANARITECH - FRESNILLO PLC,URUACHI,Chihuahua,Mexico,
9500,G28 Robotics,Atlanta,Georgia,USA,
9501,Sidereal Envoy,New Taipei,New Taipei,Chinese Taipei,
9502,Idigna,Kayapınar,Diyarbakir,Türkiye,
9503,EF5 CHAOS,Laurel,Mississippi,USA,
9504,Gunderson Grizzlies,San Jose,California,USA,
9505,Vyserions,Los Angeles,California,USA,
9506,Conspiracy Robotics,Manor,Texas,USA,
9507,Rothschild Leadership Academy,Columbus,Georgia,USA,
9508,MOGUERA Telemechanics,Cedar Rapids,Iowa,USA,
9509,Cybears,Yonkers,New York,USA,
9510,Medusa,Istanbul,Istanbul,Türkiye,
9511,West Noble 1,Ligonier,Indiana,USA,
9512,Horsepower,Kingwood,Texas,USA,
9513,Circuit Crew 9513 - Caterpillar,Gómez Palacio,Durango,Mexico,
9514,Blanson RoboJags,Houston,Texas,USA,
9515,Panther Technik,Houston,Texas,USA,
9516,Tuskegee RoboFalcons,Houston,Texas,USA,
9517,IKE Technik,Houston,Texas,USA,
9518,STEAMex Scorpions,Durango,Durango,Mexico,
9519,RoboMasters,Istanbul,Istanbul,Türkiye,
9520,Rock-it Robotics,Fountain Valley,California,USA,
9521,Humble Rumble,Humble,Texas,USA,
9522,Archimedes,Flowery Branch,Georgia,USA,
9523,Archers,Kocaeli,Kocaeli,Türkiye,
9524,SHS Cardinal Chaos,San Antonio,Texas,USA,
9525,NileTech,North York,Ontario,Canada,
9526,LCG Robotics,Hatillo,Puerto Rico,USA,
9527,WIHS TEAM,WINDSOR,Ontario,Canada,
9528,The Wolf Pack,Clinton Township,Michigan,USA,
9529,GOKARGETRONIC,Şile,Istanbul,Türkiye,
9530,John Adams Robotics,South Bend,Indiana,USA,
9531,Ctrl V,Corvallis,Oregon,USA,
9532,Messy Bees,Aurora,Minnesota,USA,
9533,Melissa High School,Melissa,Texas,USA,
9534,Wolves Robotics (Basic HS),Henderson,Nevada,USA,
9535,The Knack,Hartland,Wisconsin,USA,
9536,ETERNAL ROBOTİCS,İSTANBUL,Istanbul,Türkiye,
9537,SCDS1,Savannah,Georgia,USA,
9538,Stallions,Castaic,California,USA,
9539,Junk Bots,Fallon,Nevada,USA,
9540,RRIT,Hillsborough,New Jersey,USA,
9541,M-stee (squared),Manistee,Michigan,USA,
9542,Technodogs,Centreville,Michigan,USA,
9543,Cyclone Robotics,Harlan,Iowa,USA,
9544,OLMCHS_Robo,Kolonia,Pohnpei,Federated States of Micronesia,
9545,Caracal Robotics,SARIYER,Istanbul,Türkiye,
9546,TechnoLeopards,Mumbai,Maharashtra,India,
9547,Lotus,Ankara,Ankara,Türkiye,
9548,NASA Bark River Bronconaughts,Bark River,Michigan,USA,
9549,The Mechadogs,Covert,Michigan,USA,
9550,STRIX Robotics,Kelowna,British Columbia,Canada,
9551,Tiger,Hays,Kansas,USA,
9552,Rambotics,Lakewood,Colorado,USA,
9553,NEO42,Lindsay,Ontario,Canada,
9554,Portage Pythons,South Bend,Indiana,USA,
9555,TEAM HELIOS,MUĞLA,Mugla,Türkiye,
9556,KulturTech,Istanbul,Istanbul,Türkiye,
9557,Tecmilenio - TurtleTech,Los Mochis,Sinaloa,Mexico,
9558,The Steel Vipers,Warren,Michigan,USA,
9559,EagleTron,High Point,North Carolina,USA,
9560,Dorlion,Eskişehir,Eskisehir,Türkiye,
9561,Dawson Dino Nuggets,Dawsonville,Georgia,USA,
9562,Royal Robotics,Milton,Ontario,Canada,
9563,STEAMex USA,Houston,Texas,USA,
9564,Taishan Robotics,New Taipei City,New Taipei,Chinese Taipei,
9565,CEZERİ,Başakşehir,Istanbul,Türkiye,
9566,Red Storm Rookies,Kentwood,Michigan,USA,
9567,StormBreakers,Vancouver,Washington,USA,
9568,AstroBots,Leland,Michigan,USA,
9569,Milliken Mills Silver Knights,Markham,Ontario,Canada,
9570,Valiant,Emerson,Nebraska,USA,
9571,Patriot Prime,Greenville,South Carolina,USA,
9572,CC Shambytes,Novi,Michigan,USA,
9573,MarauderTech,San Diego,California,USA,
9574,Rock Bots,Indooroopilly,Queensland,Australia,
9575,Silver Robotics,Toronto,Ontario,Canada,
9576,Loretto Lightning,Loretto,Minnesota,USA,
9577,Recoil,Dripping Springs,Texas,USA,
9578,Player One,Green Bay,Wisconsin,USA,
9579,Tech Devils,Osage,Iowa,USA,
9580,Grizzly Gears,Barrie,Ontario,Canada,
9581,Bad Wolf 1,Kent,Washington,USA,
9582,HHS NASA Snaggbotics,Conyers,Georgia,USA,
9583,Lavender Robotics,Salihli,Manisa,Türkiye,
9584,Spartan Squared,Mountain View,California,USA,
9585,RobUL,Ústí nad Labem,Ústí nad Labem,Czech Republic,
9586,Denbot,Denver,Colorado,USA,
9587,STEMgc,Richmond,Victoria,Australia,
9588,.,Belen,Hatay,Türkiye,
9589,Arcade Robotics,Deep River,Ontario,Canada,
9590,Bison Tech,Birmingham,Alabama,USA,
9591,DESTAN,Kemalpaşa,Izmir,Türkiye,
9592,Blues Robotics,Timmins,Ontario,Canada,
9593,Rhinos,Mexico City ,Distrito Federal,Mexico,
9594,Ashley  Bears,Ashley,Michigan,USA,
9595,ECHO,Kadikoy,Istanbul,Türkiye,
9596,Eureka,Beijing,Beijing,China,
9597,Luban Robotics,Beijing,Beijing,China,
9598,Flint,Qingdao,Shandong,China,
9599,Colorful Panda,Shanghai,Shanghai,China,
9600,X-Flare Robotics,Elkton,Oregon,USA,
9601,BageTech,Istanbul,Istanbul,Türkiye,
9602,CANINTECH,SINOP,Mato Grosso,Brazil,
9603,MTECH,Cuiabá,Mato Grosso,Brazil,
9604,TUIUTECH,Cuiabá,Mato Grosso,Brazil,
9605,Creek Commanders,Millers Creek,North Carolina,USA,
9606,Beastbots,Chapel Hill,North Carolina,USA,
9607,RJR Cyber Demons,Winston Salem,North Carolina,USA,
9608,Power Ponies,North Little Rock,Arkansas,USA,
9609,Paraducks,Mumbai,Maharashtra,India,
9610,Blue Ivy,Fatih,Istanbul,Türkiye,
9611,SESI SENAI SC CyberRain,Joinville,Santa Catarina,Brazil,
9612,Bosse Bulldogs,Evansville,Indiana,USA,
9613,Lion's Byte,Kennewick,Washington,USA,
9614,ROBOSSAUROS,Sousa,Paraíba,Brazil,
9615,Redlands Robotics,Highland,California,USA,
9616,Opus Orion,North Wollongong,New South Wales,Australia,
9617,Metal Knight,Sobral,Ceará,Brazil,
9618,Tronarchs,Allen Park,Michigan,USA,
9619,U.FRC.,Basaksehir,Istanbul,Türkiye,
9620,Eltynien,Montezuma,New Mexico,USA,
9621,Payload,Whitby,Ontario,Canada,
9622,GRIDLOCK,Cleveland,Ohio,USA,
9623,U-Turn,LaSalle,Québec,Canada,
9624,Dynamiques 9624,Longueuil,Québec,Canada,
9625,WOLVES ROBOTICS,Gebze,Kocaeli,Türkiye,
9626,JagWire Robotics,Andover,Kansas,USA,
9627,Yellow Haze,Lutz,Florida,USA,
9628,Erdem Robotics Team,Beşiktaş,Istanbul,Türkiye,
9629,Yabusame Technology,Tokyo,Tôkyô,Japan,
9630,Pels,Port Allen,Louisiana,USA,
9631,Chargers,Tulsa,Oklahoma,USA,
9632,Red M00n,Christchurch,Virginia,USA,
9633,Pine Bluff City Robotics,Pine Bluff,Arkansas,USA,
9634,Zero Tolerance,Cupertino,California,USA,
9635,Cyber Rabbit,Guangzhou,Guangdong,China,
9636,Space Junk,New York,New York,USA,
9637,Grammar Gurus,Spring Hill,Queensland,Australia,
9638,"Tigers, Bro!",Gobles,Michigan,USA,
9639,Sibley-Ocheyedan,Sibley,Iowa,USA,
9640,Markhors,Lahore,Punjab,Pakistan,
9641,Robotics71,Comox,British Columbia,Canada,
9642,I.N.T. Robotics,New York,New York,USA,
9643,Lady Voltage,Cleveland,Ohio,USA,
9644,NEIA Robotics,Marlborough,Massachusetts,USA,
9645,POC,Tokushima,Tokushima,Japan,
9646,The Marinators,Southampton,New York,USA,
9647,Ladybug,Kigali,Ville de Kigali,Rwanda,
9648,Circuit Breakers,Caro,Michigan,USA,
9649,Mulgrave Robotics,West Vancouver,British Columbia,Canada,
9650,Mio Thunderbotz,Mio,Michigan,USA,
9651,Ecorse Robo Raiders,Ecorse,Michigan,USA,
9652,Team Gambia,KOLOLI,Western,Gambia,
9653,O.V.R.T (Ohio Valley Robotics Team),Steubenville,Ohio,USA,
9654,Kelly Trojans,Chicago,Illinois,USA,
9655,Shallowater,Shallowater,Texas,USA,
9656,X-Ray Robotics,Reynosa,Tamaulipas,Mexico,
9657,SESI SENAI IPÊV4,MOSSORÓ,Rio Grande do Norte,Brazil,
9658,Camber,San Antonio,Texas,USA,
9659,Vanier Vikings,North York,Ontario,Canada,
9660,Delgado Community College Dolphinbots,New Orleans,Louisiana,USA,
9661,Huskie STEAM,Breckenridge,Michigan,USA,
9662,Valley Lutheran High School Chargers,Saginaw,Michigan,USA,
9663,Offshape Robotics,London,Ontario,Canada,
9664,The Lumberjacks,San Antonio,Texas,USA,
9665,Vanderbilt Area Schools,Vanderbilt,Michigan,USA,
9666,AAE Knights,Victorville,California,USA,
9667,ITEM # 9667 Cyborg Silverback (Independent Team of Engineers that Meet),Mannford,Oklahoma,USA,
9668,West Robotics,Knoxville,Tennessee,USA,
9669,Regina Riveters,Wilmette,Illinois,USA,
9670,The Gadgeteers of St. Johns County,Saint Augustine,Florida,USA,
9671,Robosnacks,Grand Rapids,Michigan,USA,
9672,Colon Magi Robotics,Colon,Michigan,USA,
9673,Volt Vespids,Ithaca,Michigan,USA,
9674,Trojan Power Robotics,Crystal Falls,Michigan,USA,
9675,COLOSSUS,São Luis,Maranhão,Brazil,
9676,Hub City STEAM,Marshfield,Wisconsin,USA,
9677,Electric Calamari,Loveland,Colorado,USA,
9678,Step Up,London,Ontario,Canada,
9679,Madison Eagles,Madison Heights,Michigan,USA,
9680,SIA Phoenix Rising,Spokane,Washington,USA,
9681,Shark Robotics,Richmond,British Columbia,Canada,
9682,Norway Robotics,Norway,Michigan,USA,
9683,Equipe SESI-SENAI - Cacoal,Porto Velho,Rondônia,Brazil,
9684,Cardozo Unstoppable,Washington,District of Columbia,USA,
9685,Crystal Oscillators,Bay City,Michigan,USA,
9686,Gwinn Modeltowners,Gwinn,Michigan,USA,
9687,NEX-TECH,istanbul,Istanbul,Türkiye,
9688,Moltimun,İstanbul,Istanbul,Türkiye,
9689,Haycar,İstanbul,Istanbul,Türkiye,
9690,Defuse Robotics,Gebze,Kocaeli,Türkiye,
9691,TOBB_BİLSEM,Tepebaşı,Eskisehir,Türkiye,
9692,Sigma Powered By Adipro,Mumbai,Maharashtra,India,
9693,Miami Dade College Sharkbotz,Miami,Florida,USA,
9694,TUBITECH,Gebze,Kocaeli,Türkiye,
9695,BAYKAR Robotics,Istanbul,Istanbul,Türkiye,
9696,Hamichanics,Los Angeles,California,USA,
9697,Bionic Bucs,Mount Morris,Michigan,USA,
9698,Zipbombs of BGCNF,Green Cove Springs,Florida,USA,
9699,Bayou Crusaders,Schriever,Louisiana,USA,
9700,YMCABattleJacks,Bogalusa,Louisiana,USA,
9701,CrossWired Robotics,Muskogee,Oklahoma,USA,
9702,Nexus Robotics,Metepec,Mexico,Mexico,
9703,Q_Bots,Quincy,Michigan,USA,
9704,IgKnighted,Chandler,Arizona,USA,
9705,EastRamapo,Suffern,New York,USA,
9706,R^3   (Redwood Ranger Robotics),Visalia,California,USA,
9707,Volt-Cats,Graham,North Carolina,USA,
9708,Supersonic Circuit Breakers,Bossier City,Louisiana,USA,
9709,Isotope Robotics,Chesterfield,Virginia,USA,
9710,Discovery Polybotz,Springfield,Massachusetts,USA,
9711,Cy-Fly,Tallahassee,Florida,USA,
9712,Iron Sharks,Pascagoula,Mississippi,USA,
9713,The TACA Titans,Warwick,New York,USA,
9714,High Altitude,Rio Vista,Texas,USA,
9715,Tsinelas',Manila,National Capital Region,Philippines,
9716,IT Kids Robotics,Orlando,Florida,USA,
9717,Poultronix,Forest,Mississippi,USA,
9718,Wookie Mistakes,Brandon,Mississippi,USA,
9719,ThunderTech Robotics,Maple Ridge,British Columbia,Canada,
9720,Metal Head Robotics,Saint Petersburg,Florida,USA,
9721,Red Hawk Robotics,Cedar Springs,Michigan,USA,
9722,Polar Robotics,Grand Marais,Michigan,USA,
9723,STEAMex Katatronik,Puerto Vallarta,Jalisco,Mexico,
9724,Cross Circuit Christians,Sanford,North Carolina,USA,
9725,young law,West Palm Beach,Florida,USA,
9726,Notus Pirates,Caldwell,Idaho,USA,
9727,Warrior Robotics,Redford,Michigan,USA,
9728,BGCCF Joe R Lee Branch,Maitland,Florida,USA,
9729,Knights,West Roxbury,Massachusetts,USA,
9730,Metal Maniacs,Escondido,California,USA,
9731,All Saints Range Precision,Bay City,Michigan,USA,
9732,Rainbow Junkyard,South Portland,Maine,USA,
9733,Gold Diggers,Iron Mountain,Michigan,USA,
9734,Jasper County Robotics,Bay Springs,Mississippi,USA,
9735,Electric Dragons,Romulus,Michigan,USA,
9736,Tawas Braves,Tawas City,Michigan,USA,
9737,The Quackers,Boise,Idaho,USA,
9738,Ionic Bond,Tel Mond,Tel-Aviv,Israel,
9739,Firefly,Modi'in-Maccabim-Re'ut,HaMerkaz,Israel,
9740,CANBus in memory of Roney Tal,yavne,HaMerkaz,Israel,
9741,STORM,rishon lezion,HaMerkaz,Israel,
9742,Walkerville Wildcats,Walkerville,Michigan,USA,
9743,MV TITANS,Vermontville,Michigan,USA,
9744,Breithaupt Bulldogs,Detroit,Michigan,USA,
9745,Lazer Sharkz,Glenwood,Minnesota,USA,
9746,Pickford High School Panthers,Pickford,Michigan,USA,
9747,ElectroPanthers II,Center Line,Michigan,USA,
9748,Ann Arbor Academy Blue Herons,Ann Arbor,Michigan,USA,
9749,Arbor Prep Gators,Ypsilanti,Michigan,USA,
9750,ED Robotics,Jönköping,Jönköpings län,Sweden,
9751,OIA PantherBots,Hamtramck,Michigan,USA,
9752,ITKAN Robotics Jr,Plano,Texas,USA,
9753,Team Success,Lansing,Michigan,USA,
9754,Vestabots,Vestaburg,Michigan,USA,
9755,Red Devil Robotics,Ironwood,Michigan,USA,
9756,Robo Panthers,Hesperia,Michigan,USA,
9757,Mecha Marauders,Marlette,Michigan,USA,
9758,Pantron-X,Watervliet,Michigan,USA,
9759,Forge of Falcon,West Branch,Michigan,USA,
9760,Cristo Rey Jesuit Trailblazers,Milwaukee,Wisconsin,USA,
9761,LSMSA Robotics,Natchitoches,Louisiana,USA,
9762,Raccoon Robotics,Canton,North Carolina,USA,
9763,Cast Iron Clippers,Martin,Michigan,USA,
9764,Maritime Marauders,Panama City,Florida,USA,
9765,LCS Cougars,Adrian,Michigan,USA,
9766,Northridge Vikings,Johnstown,Ohio,USA,
9767,Magnificat MagnifiBots,Rocky River,Ohio,USA,
9768,ROBOKNIGHTS,Plaquemine,Louisiana,USA,
9769,Toronto Prep,Toronto,Ontario,Canada,
9770,Victory Church of Christ Robo Knights,Atlanta,Georgia,USA,
9771,FPro - Frankfort HS,Frankfort,Michigan,USA,
9772,Titans Robotics,Winnetka,California,USA,
9773,Cardinal Robotics,Wakefield,Michigan,USA,
9775,Ravens,Detroit,Michigan,USA,
9776,Gator Gears,Swartz Creek,Michigan,USA,
9777,Knights of the Lab Table,Gilbert,Arizona,USA,
9778,Horizon Hawks Robotics,Winter Garden,Florida,USA,
9779,Gladiator Robotics,Hialeah,Florida,USA,
9780,Accelerated Learning Academy,Flint,Michigan,USA,
9781,Northgate Deep-Sea Welders Union,Walnut Creek,California,USA,
9782,Wextech Titans,Scarborough,Ontario,Canada,
